Year,Month,Day,Prevailing Wind Direction (°)_ King's Park_Value,completeness
1995,12,19,020,C
1995,12,20,030,#
1995,12,21,030,#
1995,12,22,020,C
1995,12,23,020,#
1995,12,24,020,C
1995,12,25,020,C
1995,12,26,020,#
1995,12,27,020,#
1995,12,28,020,C
1995,12,29,020,#
1995,12,30,030,#
1995,12,31,280,C
1996,1,1,130,#
1996,1,2,280,#
1996,1,3,130,C
1996,1,4,120,C
1996,1,5,120,#
1996,1,6,120,C
1996,1,7,120,#
1996,1,8,030,#
1996,1,9,060,#
1996,1,10,120,C
1996,1,11,110,#
1996,1,12,120,#
1996,1,13,120,#
1996,1,14,120,C
1996,1,15,120,#
1996,1,16,120,C
1996,1,17,120,C
1996,1,18,130,C
1996,1,19,020,C
1996,1,20,120,C
1996,1,21,120,C
1996,1,22,260,C
1996,1,23,270,C
1996,1,24,120,C
1996,1,25,120,C
1996,1,26,020,C
1996,1,27,010,C
1996,1,28,020,C
1996,1,29,110,C
1996,1,30,040,C
1996,1,31,030,C
1996,2,1,030,C
1996,2,2,020,#
1996,2,3,120,#
1996,2,4,290,C
1996,2,5,120,C
1996,2,6,110,#
1996,2,7,120,C
1996,2,8,040,C
1996,2,9,030,C
1996,2,10,030,C
1996,2,11,120,C
1996,2,12,120,#
1996,2,13,280,C
1996,2,14,280,#
1996,2,15,290,C
1996,2,16,120,C
1996,2,17,120,C
1996,2,18,020,C
1996,2,19,020,C
1996,2,20,020,C
1996,2,21,020,C
1996,2,22,010,C
1996,2,23,010,C
1996,2,24,270,C
1996,2,25,280,C
1996,2,26,270,C
1996,2,27,010,C
1996,2,28,120,C
1996,2,29,130,C
1996,3,1,020,C
1996,3,2,130,C
1996,3,3,130,C
1996,3,4,120,C
1996,3,5,120,C
1996,3,6,130,C
1996,3,7,280,C
1996,3,8,290,C
1996,3,9,120,C
1996,3,10,020,C
1996,3,11,110,C
1996,3,12,120,C
1996,3,13,130,C
1996,3,14,120,C
1996,3,15,170,C
1996,3,16,170,#
1996,3,17,170,C
1996,3,18,120,C
1996,3,19,120,C
1996,3,20,120,#
1996,3,21,120,C
1996,3,22,130,C
1996,3,23,120,C
1996,3,24,120,C
1996,3,25,120,C
1996,3,26,120,#
1996,3,27,110,#
1996,3,28,110,#
1996,3,29,120,C
1996,3,30,120,C
1996,3,31,170,C
1996,4,1,290,C
1996,4,2,030,C
1996,4,3,030,C
1996,4,4,110,C
1996,4,5,120,C
1996,4,6,120,C
1996,4,7,120,#
1996,4,8,120,C
1996,4,9,110,#
1996,4,10,120,C
1996,4,11,110,#
1996,4,12,110,C
1996,4,13,120,C
1996,4,14,120,C
1996,4,15,120,C
1996,4,16,280,C
1996,4,17,110,C
1996,4,18,120,C
1996,4,19,170,#
1996,4,20,030,C
1996,4,21,110,C
1996,4,22,110,#
1996,4,23,120,C
1996,4,24,120,#
1996,4,25,120,C
1996,4,26,120,C
1996,4,27,120,C
1996,4,28,120,C
1996,4,29,290,#
1996,4,30,290,C
1996,5,1,100,#
1996,5,2,110,#
1996,5,3,110,#
1996,5,4,240,#
1996,5,5,110,C
1996,5,6,110,#
1996,5,7,260,C
1996,5,8,020,C
1996,5,9,100,C
1996,5,10,100,#
1996,5,11,110,C
1996,5,12,110,C
1996,5,13,110,#
1996,5,14,110,C
1996,5,15,100,C
1996,5,16,110,C
1996,5,17,120,C
1996,5,18,110,#
1996,5,19,110,#
1996,5,20,110,#
1996,5,21,110,C
1996,5,22,270,#
1996,5,23,280,#
1996,5,24,110,C
1996,5,25,140,C
1996,5,26,280,C
1996,5,27,280,#
1996,5,28,280,C
1996,5,29,110,C
1996,5,30,110,C
1996,5,31,120,C
1996,6,1,170,C
1996,6,2,200,C
1996,6,3,220,C
1996,6,4,260,C
1996,6,5,270,C
1996,6,6,270,C
1996,6,7,280,C
1996,6,8,280,C
1996,6,9,110,C
1996,6,10,120,#
1996,6,11,110,#
1996,6,12,280,#
1996,6,13,120,C
1996,6,14,110,C
1996,6,15,110,#
1996,6,16,120,C
1996,6,17,180,C
1996,6,18,220,#
1996,6,19,220,C
1996,6,20,240,C
1996,6,21,240,#
1996,6,22,280,#
1996,6,23,110,C
1996,6,24,210,#
1996,6,25,210,#
1996,6,26,140,#
1996,6,27,190,C
1996,6,28,210,C
1996,6,29,210,#
1996,6,30,210,C
1996,7,1,210,#
1996,7,2,190,C
1996,7,3,170,C
1996,7,4,140,C
1996,7,5,280,C
1996,7,6,280,C
1996,7,7,270,C
1996,7,8,270,C
1996,7,9,270,#
1996,7,10,250,#
1996,7,11,220,C
1996,7,12,280,C
1996,7,13,280,C
1996,7,14,170,C
1996,7,15,220,C
1996,7,16,210,#
1996,7,17,170,C
1996,7,18,110,C
1996,7,19,110,#
1996,7,20,100,C
1996,7,21,100,C
1996,7,22,110,#
1996,7,23,110,C
1996,7,24,110,#
1996,7,25,270,C
1996,7,26,270,#
1996,7,27,270,C
1996,7,28,230,C
1996,7,29,110,C
1996,7,30,280,C
1996,7,31,270,C
1996,8,1,280,C
1996,8,2,240,C
1996,8,3,160,C
1996,8,4,110,C
1996,8,5,080,C
1996,8,6,270,C
1996,8,7,240,#
1996,8,8,270,C
1996,8,9,270,C
1996,8,10,280,C
1996,8,11,270,C
1996,8,12,270,C
1996,8,13,270,C
1996,8,14,110,C
1996,8,15,110,#
1996,8,16,110,C
1996,8,17,280,#
1996,8,18,110,#
1996,8,19,110,#
1996,8,20,250,C
1996,8,21,100,C
1996,8,22,110,C
1996,8,23,270,C
1996,8,24,270,C
1996,8,25,270,#
1996,8,26,280,#
1996,8,27,270,C
1996,8,28,270,#
1996,8,29,270,#
1996,8,30,260,#
1996,8,31,270,C
1996,9,1,270,C
1996,9,2,270,#
1996,9,3,110,#
1996,9,4,120,C
1996,9,5,120,C
1996,9,6,110,#
1996,9,7,110,#
1996,9,8,060,#
1996,9,9,110,#
1996,9,10,100,#
1996,9,11,110,C
1996,9,12,090,#
1996,9,13,100,#
1996,9,14,110,C
1996,9,15,110,C
1996,9,16,110,#
1996,9,17,110,C
1996,9,18,110,C
1996,9,19,110,C
1996,9,20,110,#
1996,9,21,100,#
1996,9,22,110,C
1996,9,23,040,C
1996,9,24,070,C
1996,9,25,080,C
1996,9,26,100,#
1996,9,27,110,C
1996,9,28,020,C
1996,9,29,030,C
1996,9,30,050,C
1996,10,1,110,C
1996,10,2,110,C
1996,10,3,270,C
1996,10,4,280,C
1996,10,5,110,C
1996,10,6,110,C
1996,10,7,110,C
1996,10,8,020,C
1996,10,9,020,#
1996,10,10,040,C
1996,10,11,040,C
1996,10,12,020,C
1996,10,13,020,C
1996,10,14,040,C
1996,10,15,110,C
1996,10,16,110,C
1996,10,17,110,C
1996,10,18,110,C
1996,10,19,100,C
1996,10,20,110,C
1996,10,21,080,C
1996,10,22,100,C
1996,10,23,110,C
1996,10,24,110,#
1996,10,25,030,C
1996,10,26,040,C
1996,10,27,110,C
1996,10,28,110,#
1996,10,29,110,#
1996,10,30,110,#
1996,10,31,110,C
1996,11,1,110,C
1996,11,2,050,#
1996,11,3,100,C
1996,11,4,110,#
1996,11,5,100,#
1996,11,6,100,#
1996,11,7,110,C
1996,11,8,110,C
1996,11,9,010,C
1996,11,10,010,C
1996,11,11,020,C
1996,11,12,020,C
1996,11,13,110,C
1996,11,14,100,C
1996,11,15,110,C
1996,11,16,020,C
1996,11,17,030,#
1996,11,18,020,C
1996,11,19,030,#
1996,11,20,030,C
1996,11,21,110,C
1996,11,22,110,C
1996,11,23,110,#
1996,11,24,110,#
1996,11,25,110,#
1996,11,26,110,#
1996,11,27,110,#
1996,11,28,110,C
1996,11,29,110,#
1996,11,30,030,C
1996,12,1,030,C
1996,12,2,090,C
1996,12,3,100,C
1996,12,4,120,#
1996,12,5,020,C
1996,12,6,030,C
1996,12,7,040,C
1996,12,8,040,C
1996,12,9,020,#
1996,12,10,010,#
1996,12,11,110,C
1996,12,12,280,C
1996,12,13,020,C
1996,12,14,110,C
1996,12,15,110,C
1996,12,16,110,C
1996,12,17,120,#
1996,12,18,100,#
1996,12,19,020,#
1996,12,20,100,#
1996,12,21,120,#
1996,12,22,270,#
1996,12,23,110,#
1996,12,24,120,C
1996,12,25,120,#
1996,12,26,110,C
1996,12,27,110,#
1996,12,28,110,C
1996,12,29,120,C
1996,12,30,110,#
1996,12,31,110,#
1997,1,1,280,C
1997,1,2,110,C
1997,1,3,090,#
1997,1,4,050,#
1997,1,5,030,#
1997,1,6,090,#
1997,1,7,080,#
1997,1,8,020,#
1997,1,9,020,C
1997,1,10,020,#
1997,1,11,280,#
1997,1,12,110,#
1997,1,13,100,#
1997,1,14,110,#
1997,1,15,110,#
1997,1,16,120,C
1997,1,17,120,#
1997,1,18,110,#
1997,1,19,080,C
1997,1,20,110,#
1997,1,21,110,#
1997,1,22,100,#
1997,1,23,100,C
1997,1,24,020,#
1997,1,25,020,#
1997,1,26,020,#
1997,1,27,260,#
1997,1,28,120,C
1997,1,29,110,C
1997,1,30,120,#
1997,1,31,120,#
1997,2,1,100,C
1997,2,2,110,C
1997,2,3,100,#
1997,2,4,120,#
1997,2,5,050,#
1997,2,6,110,C
1997,2,7,280,C
1997,2,8,260,C
1997,2,9,110,C
1997,2,10,110,C
1997,2,11,020,#
1997,2,12,100,#
1997,2,13,100,C
1997,2,14,100,C
1997,2,15,020,#
1997,2,16,030,C
1997,2,17,020,C
1997,2,18,040,C
1997,2,19,100,#
1997,2,20,110,C
1997,2,21,110,C
1997,2,22,110,C
1997,2,23,110,C
1997,2,24,110,C
1997,2,25,110,C
1997,2,26,110,#
1997,2,27,110,#
1997,2,28,120,C
1997,3,1,260,#
1997,3,2,030,C
1997,3,3,030,C
1997,3,4,110,C
1997,3,5,120,C
1997,3,6,120,C
1997,3,7,120,#
1997,3,8,120,C
1997,3,9,110,C
1997,3,10,110,C
1997,3,11,110,C
1997,3,12,110,C
1997,3,13,110,#
1997,3,14,110,#
1997,3,15,280,C
1997,3,16,110,C
1997,3,17,100,C
1997,3,18,110,#
1997,3,19,120,C
1997,3,20,110,#
1997,3,21,110,#
1997,3,22,270,C
1997,3,23,050,C
1997,3,24,110,#
1997,3,25,110,C
1997,3,26,120,#
1997,3,27,110,#
1997,3,28,110,C
1997,3,29,120,C
1997,3,30,110,C
1997,3,31,100,C
1997,4,1,110,#
1997,4,2,110,#
1997,4,3,110,#
1997,4,4,260,#
1997,4,5,270,C
1997,4,6,110,#
1997,4,7,110,#
1997,4,8,110,#
1997,4,9,110,#
1997,4,10,110,C
1997,4,11,110,#
1997,4,12,110,C
1997,4,13,110,#
1997,4,14,110,#
1997,4,15,280,C
1997,4,16,110,C
1997,4,17,110,#
1997,4,18,110,C
1997,4,19,110,C
1997,4,20,110,C
1997,4,21,110,C
1997,4,22,100,C
1997,4,23,110,C
1997,4,24,100,C
1997,4,25,100,#
1997,4,26,110,C
1997,4,27,120,C
1997,4,28,110,#
1997,4,29,280,#
1997,4,30,280,#
1997,5,1,280,C
1997,5,2,280,C
1997,5,3,120,C
1997,5,4,110,C
1997,5,5,110,C
1997,5,6,110,C
1997,5,7,110,#
1997,5,8,110,#
1997,5,9,110,#
1997,5,10,110,C
1997,5,11,170,C
1997,5,12,180,#
1997,5,13,170,C
1997,5,14,190,C
1997,5,15,210,C
1997,5,16,240,#
1997,5,17,280,#
1997,5,18,220,C
1997,5,19,250,C
1997,5,20,100,C
1997,5,21,100,C
1997,5,22,100,C
1997,5,23,020,C
1997,5,24,090,C
1997,5,25,110,C
1997,5,26,280,C
1997,5,27,110,C
1997,5,28,120,#
1997,5,29,110,#
1997,5,30,280,#
1997,5,31,280,C
1997,6,1,110,C
1997,6,2,280,C
1997,6,3,220,C
1997,6,4,220,#
1997,6,5,220,#
1997,6,6,210,C
1997,6,7,210,C
1997,6,8,230,C
1997,6,9,240,C
1997,6,10,260,C
1997,6,11,270,#
1997,6,12,110,C
1997,6,13,110,C
1997,6,14,110,C
1997,6,15,100,C
1997,6,16,110,#
1997,6,17,100,C
1997,6,18,110,#
1997,6,19,100,#
1997,6,20,110,#
1997,6,21,110,C
1997,6,22,110,C
1997,6,23,280,#
1997,6,24,110,#
1997,6,25,280,#
1997,6,26,120,#
1997,6,27,280,#
1997,6,28,110,C
1997,6,29,110,C
1997,6,30,170,C
1997,7,1,100,C
1997,7,2,220,#
1997,7,3,100,#
1997,7,4,190,C
1997,7,5,220,C
1997,7,6,190,C
1997,7,7,180,C
1997,7,8,210,#
1997,7,9,210,#
1997,7,10,190,C
1997,7,11,180,C
1997,7,12,120,C
1997,7,13,120,C
1997,7,14,120,C
1997,7,15,110,C
1997,7,16,110,#
1997,7,17,180,C
1997,7,18,110,C
1997,7,19,110,C
1997,7,20,110,C
1997,7,21,110,C
1997,7,22,110,C
1997,7,23,280,C
1997,7,24,280,C
1997,7,25,280,C
1997,7,26,280,C
1997,7,27,280,C
1997,7,28,270,C
1997,7,29,110,C
1997,7,30,110,C
1997,7,31,090,C
1997,8,1,090,C
1997,8,2,080,#
1997,8,3,210,C
1997,8,4,210,#
1997,8,5,270,C
1997,8,6,270,#
1997,8,7,250,#
1997,8,8,280,#
1997,8,9,240,C
1997,8,10,250,C
1997,8,11,210,#
1997,8,12,210,C
1997,8,13,280,C
1997,8,14,110,#
1997,8,15,280,C
1997,8,16,270,C
1997,8,17,270,C
1997,8,18,270,C
1997,8,19,260,C
1997,8,20,110,C
1997,8,21,070,C
1997,8,22,110,C
1997,8,23,110,C
1997,8,24,110,C
1997,8,25,100,C
1997,8,26,100,C
1997,8,27,100,C
1997,8,28,280,C
1997,8,29,270,C
1997,8,30,270,#
1997,8,31,250,C
1997,9,1,260,C
1997,9,2,260,#
1997,9,3,280,C
1997,9,4,270,C
1997,9,5,260,C
1997,9,6,270,C
1997,9,7,110,C
1997,9,8,280,C
1997,9,9,280,C
1997,9,10,280,#
1997,9,11,280,#
1997,9,12,280,C
1997,9,13,280,C
1997,9,14,120,C
1997,9,15,280,C
1997,9,16,120,C
1997,9,17,110,C
1997,9,18,110,C
1997,9,19,110,#
1997,9,20,110,C
1997,9,21,020,C
1997,9,22,040,C
1997,9,23,100,#
1997,9,24,100,C
1997,9,25,080,C
1997,9,26,040,C
1997,9,27,040,C
1997,9,28,020,C
1997,9,29,040,C
1997,9,30,100,C
1997,10,1,110,C
1997,10,2,110,C
1997,10,3,100,C
1997,10,4,110,C
1997,10,5,110,C
1997,10,6,110,C
1997,10,7,110,#
1997,10,8,110,#
1997,10,9,100,#
1997,10,10,280,C
1997,10,11,280,#
1997,10,12,110,#
1997,10,13,110,C
1997,10,14,110,C
1997,10,15,120,C
1997,10,16,120,C
1997,10,17,110,#
1997,10,18,110,C
1997,10,19,110,C
1997,10,20,100,C
1997,10,21,270,C
1997,10,22,110,C
1997,10,23,110,C
1997,10,24,110,C
1997,10,25,110,#
1997,10,26,110,C
1997,10,27,020,C
1997,10,28,020,C
1997,10,29,030,C
1997,10,30,030,C
1997,10,31,030,C
1997,11,1,030,C
1997,11,2,030,C
1997,11,3,040,C
1997,11,4,030,#
1997,11,5,040,C
1997,11,6,100,C
1997,11,7,100,#
1997,11,8,110,C
1997,11,9,110,C
1997,11,10,110,C
1997,11,11,110,#
1997,11,12,120,C
1997,11,13,270,C
1997,11,14,280,C
1997,11,15,110,C
1997,11,16,110,C
1997,11,17,020,C
1997,11,18,070,C
1997,11,19,110,C
1997,11,20,110,C
1997,11,21,110,C
1997,11,22,260,C
1997,11,23,110,C
1997,11,24,110,C
1997,11,25,210,C
1997,11,26,270,C
1997,11,27,140,C
1997,11,28,110,C
1997,11,29,110,C
1997,11,30,100,C
1997,12,1,110,C
1997,12,2,020,#
1997,12,3,030,C
1997,12,4,110,C
1997,12,5,090,#
1997,12,6,110,C
1997,12,7,020,C
1997,12,8,030,#
1997,12,9,020,C
1997,12,10,040,C
1997,12,11,020,C
1997,12,12,020,#
1997,12,13,020,C
1997,12,14,120,C
1997,12,15,110,C
1997,12,16,110,C
1997,12,17,270,C
1997,12,18,110,C
1997,12,19,120,C
1997,12,20,120,C
1997,12,21,110,C
1997,12,22,020,C
1997,12,23,020,C
1997,12,24,020,C
1997,12,25,100,C
1997,12,26,100,C
1997,12,27,110,C
1997,12,28,110,C
1997,12,29,120,C
1997,12,30,280,C
1997,12,31,100,C
1998,1,1,120,C
1998,1,2,110,#
1998,1,3,110,C
1998,1,4,120,C
1998,1,5,030,C
1998,1,6,090,C
1998,1,7,110,#
1998,1,8,110,C
1998,1,9,110,C
1998,1,10,110,C
1998,1,11,270,C
1998,1,12,110,C
1998,1,13,110,C
1998,1,14,270,C
1998,1,15,030,#
1998,1,16,110,#
1998,1,17,020,C
1998,1,18,020,C
1998,1,19,040,#
1998,1,20,090,#
1998,1,21,110,#
1998,1,22,110,#
1998,1,23,020,C
1998,1,24,030,C
1998,1,25,040,C
1998,1,26,100,C
1998,1,27,110,C
1998,1,28,020,C
1998,1,29,100,C
1998,1,30,110,C
1998,1,31,110,#
1998,2,1,120,#
1998,2,2,110,C
1998,2,3,110,#
1998,2,4,020,C
1998,2,5,020,C
1998,2,6,030,C
1998,2,7,250,C
1998,2,8,110,C
1998,2,9,110,C
1998,2,10,120,#
1998,2,11,110,C
1998,2,12,110,C
1998,2,13,110,#
1998,2,14,110,C
1998,2,15,110,#
1998,2,16,100,#
1998,2,17,100,#
1998,2,18,110,#
1998,2,19,290,C
1998,2,20,280,C
1998,2,21,020,C
1998,2,22,050,C
1998,2,23,110,C
1998,2,24,030,C
1998,2,25,030,C
1998,2,26,100,C
1998,2,27,040,C
1998,2,28,090,C
1998,3,1,100,C
1998,3,2,100,C
1998,3,3,120,C
1998,3,4,110,C
1998,3,5,110,C
1998,3,6,110,C
1998,3,7,110,C
1998,3,8,110,#
1998,3,9,280,#
1998,3,10,020,C
1998,3,11,020,#
1998,3,12,010,C
1998,3,13,120,C
1998,3,14,110,C
1998,3,15,110,C
1998,3,16,110,C
1998,3,17,110,C
1998,3,18,110,#
1998,3,19,110,C
1998,3,20,110,C
1998,3,21,110,C
1998,3,22,110,#
1998,3,23,110,C
1998,3,24,120,C
1998,3,25,110,C
1998,3,26,110,C
1998,3,27,120,C
1998,3,28,120,C
1998,3,29,120,#
1998,3,30,120,#
1998,3,31,110,C
1998,4,1,280,C
1998,4,2,120,C
1998,4,3,110,C
1998,4,4,110,C
1998,4,5,110,#
1998,4,6,120,C
1998,4,7,110,C
1998,4,8,110,#
1998,4,9,210,C
1998,4,10,110,C
1998,4,11,110,C
1998,4,12,110,C
1998,4,13,280,C
1998,4,14,050,C
1998,4,15,100,C
1998,4,16,280,C
1998,4,17,120,C
1998,4,18,110,C
1998,4,19,110,C
1998,4,20,100,#
1998,4,21,110,#
1998,4,22,210,C
1998,4,23,210,C
1998,4,24,220,C
1998,4,25,110,C
1998,4,26,110,C
1998,4,27,110,C
1998,4,28,110,C
1998,4,29,110,C
1998,4,30,110,C
1998,5,1,170,C
1998,5,2,170,C
1998,5,3,270,C
1998,5,4,110,C
1998,5,5,110,C
1998,5,6,110,C
1998,5,7,110,#
1998,5,8,110,#
1998,5,9,110,C
1998,5,10,110,C
1998,5,11,110,C
1998,5,12,110,C
1998,5,13,110,C
1998,5,14,130,C
1998,5,15,110,C
1998,5,16,110,C
1998,5,17,110,C
1998,5,18,110,C
1998,5,19,110,C
1998,5,20,110,C
1998,5,21,110,C
1998,5,22,110,C
1998,5,23,110,#
1998,5,24,130,#
1998,5,25,020,C
1998,5,26,280,C
1998,5,27,110,C
1998,5,28,270,#
1998,5,29,280,C
1998,5,30,100,C
1998,5,31,110,C
1998,6,1,110,C
1998,6,2,270,C
1998,6,3,280,C
1998,6,4,110,C
1998,6,5,110,C
1998,6,6,080,C
1998,6,7,110,C
1998,6,8,110,C
1998,6,9,280,#
1998,6,10,280,C
1998,6,11,280,#
1998,6,12,210,#
1998,6,13,***,
1998,6,14,***,
1998,6,15,***,
1998,6,16,***,
1998,6,17,***,
1998,6,18,***,
1998,6,19,210,#
1998,6,20,200,C
1998,6,21,200,C
1998,6,22,200,C
1998,6,23,180,#
1998,6,24,180,C
1998,6,25,160,#
1998,6,26,100,C
1998,6,27,090,C
1998,6,28,100,C
1998,6,29,100,C
1998,6,30,120,C
1998,7,1,110,C
1998,7,2,100,#
1998,7,3,100,C
1998,7,4,100,C
1998,7,5,100,C
1998,7,6,100,C
1998,7,7,100,C
1998,7,8,100,C
1998,7,9,270,C
1998,7,10,260,#
1998,7,11,270,C
1998,7,12,270,C
1998,7,13,270,C
1998,7,14,200,C
1998,7,15,260,#
1998,7,16,240,C
1998,7,17,240,C
1998,7,18,230,#
1998,7,19,240,C
1998,7,20,230,C
1998,7,21,200,C
1998,7,22,200,#
1998,7,23,210,C
1998,7,24,200,#
1998,7,25,200,C
1998,7,26,200,C
1998,7,27,270,C
1998,7,28,260,C
1998,7,29,260,C
1998,7,30,260,C
1998,7,31,250,C
1998,8,1,260,C
1998,8,2,200,C
1998,8,3,270,C
1998,8,4,260,C
1998,8,5,250,C
1998,8,6,170,#
1998,8,7,270,C
1998,8,8,100,C
1998,8,9,100,C
1998,8,10,100,#
1998,8,11,100,C
1998,8,12,160,C
1998,8,13,270,C
1998,8,14,270,C
1998,8,15,270,C
1998,8,16,270,C
1998,8,17,100,C
1998,8,18,100,#
1998,8,19,270,C
1998,8,20,270,#
1998,8,21,100,C
1998,8,22,100,C
1998,8,23,130,C
1998,8,24,270,#
1998,8,25,260,C
1998,8,26,270,C
1998,8,27,270,C
1998,8,28,270,#
1998,8,29,270,#
1998,8,30,270,C
1998,8,31,110,C
1998,9,1,100,C
1998,9,2,100,#
1998,9,3,100,C
1998,9,4,100,C
1998,9,5,260,C
1998,9,6,270,C
1998,9,7,270,#
1998,9,8,270,C
1998,9,9,100,#
1998,9,10,090,C
1998,9,11,020,#
1998,9,12,060,C
1998,9,13,090,#
1998,9,14,090,#
1998,9,15,100,C
1998,9,16,100,C
1998,9,17,100,C
1998,9,18,100,C
1998,9,19,270,C
1998,9,20,010,C
1998,9,21,010,C
1998,9,22,110,C
1998,9,23,100,C
1998,9,24,100,C
1998,9,25,100,#
1998,9,26,100,C
1998,9,27,030,C
1998,9,28,010,C
1998,9,29,010,C
1998,9,30,010,C
1998,10,1,030,C
1998,10,2,090,C
1998,10,3,100,C
1998,10,4,080,C
1998,10,5,080,C
1998,10,6,100,C
1998,10,7,110,C
1998,10,8,100,C
1998,10,9,100,C
1998,10,10,090,C
1998,10,11,090,C
1998,10,12,100,C
1998,10,13,100,C
1998,10,14,010,C
1998,10,15,350,C
1998,10,16,360,C
1998,10,17,010,C
1998,10,18,100,C
1998,10,19,090,C
1998,10,20,090,C
1998,10,21,100,C
1998,10,22,020,C
1998,10,23,020,C
1998,10,24,010,C
1998,10,25,010,C
1998,10,26,320,C
1998,10,27,350,C
1998,10,28,040,C
1998,10,29,100,C
1998,10,30,100,C
1998,10,31,100,C
1998,11,1,100,C
1998,11,2,010,C
1998,11,3,020,C
1998,11,4,020,C
1998,11,5,090,C
1998,11,6,010,C
1998,11,7,100,C
1998,11,8,100,C
1998,11,9,360,C
1998,11,10,090,C
1998,11,11,090,C
1998,11,12,090,C
1998,11,13,090,C
1998,11,14,100,C
1998,11,15,100,C
1998,11,16,100,C
1998,11,17,090,C
1998,11,18,090,C
1998,11,19,100,C
1998,11,20,090,C
1998,11,21,010,C
1998,11,22,360,C
1998,11,23,020,C
1998,11,24,010,C
1998,11,25,080,C
1998,11,26,080,C
1998,11,27,020,C
1998,11,28,090,C
1998,11,29,100,C
1998,11,30,100,C
1998,12,1,100,C
1998,12,2,100,C
1998,12,3,360,C
1998,12,4,010,C
1998,12,5,020,C
1998,12,6,010,C
1998,12,7,010,C
1998,12,8,020,C
1998,12,9,010,C
1998,12,10,010,C
1998,12,11,010,C
1998,12,12,360,C
1998,12,13,360,C
1998,12,14,020,C
1998,12,15,010,C
1998,12,16,360,C
1998,12,17,090,C
1998,12,18,100,#
1998,12,19,020,C
1998,12,20,020,C
1998,12,21,100,C
1998,12,22,100,C
1998,12,23,020,C
1998,12,24,100,C
1998,12,25,100,C
1998,12,26,090,C
1998,12,27,100,C
1998,12,28,080,C
1998,12,29,090,C
1998,12,30,090,C
1998,12,31,100,C
1999,1,1,090,C
1999,1,2,010,C
1999,1,3,220,C
1999,1,4,030,C
1999,1,5,100,C
1999,1,6,010,C
1999,1,7,010,C
1999,1,8,100,C
1999,1,9,070,#
1999,1,10,080,C
1999,1,11,010,C
1999,1,12,360,C
1999,1,13,080,C
1999,1,14,360,C
1999,1,15,360,C
1999,1,16,010,C
1999,1,17,020,C
1999,1,18,100,#
1999,1,19,230,C
1999,1,20,100,C
1999,1,21,100,C
1999,1,22,100,C
1999,1,23,100,C
1999,1,24,100,C
1999,1,25,100,#
1999,1,26,090,#
1999,1,27,100,#
1999,1,28,100,C
1999,1,29,090,#
1999,1,30,090,C
1999,1,31,100,C
1999,2,1,100,C
1999,2,2,010,C
1999,2,3,010,#
1999,2,4,020,C
1999,2,5,080,#
1999,2,6,070,C
1999,2,7,090,C
1999,2,8,100,#
1999,2,9,080,#
1999,2,10,100,#
1999,2,11,250,#
1999,2,12,080,#
1999,2,13,090,C
1999,2,14,090,C
1999,2,15,100,C
1999,2,16,100,C
1999,2,17,100,C
1999,2,18,100,C
1999,2,19,010,C
1999,2,20,360,C
1999,2,21,360,C
1999,2,22,090,C
1999,2,23,100,C
1999,2,24,270,C
1999,2,25,100,C
1999,2,26,100,C
1999,2,27,090,C
1999,2,28,090,C
1999,3,1,090,C
1999,3,2,100,#
1999,3,3,100,#
1999,3,4,100,C
1999,3,5,270,C
1999,3,6,100,C
1999,3,7,260,C
1999,3,8,090,C
1999,3,9,090,C
1999,3,10,100,C
1999,3,11,360,C
1999,3,12,090,C
1999,3,13,100,C
1999,3,14,100,#
1999,3,15,360,C
1999,3,16,090,C
1999,3,17,100,C
1999,3,18,190,C
1999,3,19,180,C
1999,3,20,100,C
1999,3,21,100,C
1999,3,22,360,C
1999,3,23,090,#
1999,3,24,100,C
1999,3,25,100,C
1999,3,26,150,C
1999,3,27,260,C
1999,3,28,090,C
1999,3,29,100,C
1999,3,30,360,C
1999,3,31,100,C
1999,4,1,100,C
1999,4,2,100,C
1999,4,3,090,C
1999,4,4,100,#
1999,4,5,010,C
1999,4,6,090,C
1999,4,7,090,C
1999,4,8,100,C
1999,4,9,100,C
1999,4,10,100,C
1999,4,11,090,#
1999,4,12,100,C
1999,4,13,090,C
1999,4,14,090,C
1999,4,15,090,C
1999,4,16,100,C
1999,4,17,190,#
1999,4,18,210,C
1999,4,19,260,#
1999,4,20,090,C
1999,4,21,100,C
1999,4,22,260,C
1999,4,23,270,C
1999,4,24,120,C
1999,4,25,100,C
1999,4,26,100,C
1999,4,27,090,C
1999,4,28,010,C
1999,4,29,060,C
1999,4,30,080,C
1999,5,1,010,#
1999,5,2,010,C
1999,5,3,260,C
1999,5,4,260,C
1999,5,5,020,C
1999,5,6,080,C
1999,5,7,090,#
1999,5,8,070,C
1999,5,9,020,C
1999,5,10,270,C
1999,5,11,260,C
1999,5,12,100,C
1999,5,13,100,C
1999,5,14,100,#
1999,5,15,100,C
1999,5,16,190,C
1999,5,17,200,#
1999,5,18,230,C
1999,5,19,030,#
1999,5,20,090,C
1999,5,21,090,C
1999,5,22,100,C
1999,5,23,260,C
1999,5,24,220,#
1999,5,25,200,C
1999,5,26,210,C
1999,5,27,250,C
1999,5,28,090,C
1999,5,29,080,C
1999,5,30,090,C
1999,5,31,100,#
1999,6,1,100,#
1999,6,2,260,C
1999,6,3,100,#
1999,6,4,100,#
1999,6,5,100,#
1999,6,6,340,C
1999,6,7,100,#
1999,6,8,160,#
1999,6,9,150,C
