Year,Month,Day,Daily Mean Amount of Cloud (%) at the Hong Kong Observatory_Value,completeness
1952,6,18,34,C
1952,6,19,56,C
1952,6,20,61,C
1952,6,21,23,C
1952,6,22,77,C
1952,6,23,90,C
1952,6,24,88,C
1952,6,25,97,C
1952,6,26,93,C
1952,6,27,84,C
1952,6,28,67,C
1952,6,29,86,C
1952,6,30,84,C
1952,7,1,65,C
1952,7,2,56,C
1952,7,3,39,C
1952,7,4,47,C
1952,7,5,69,C
1952,7,6,77,C
1952,7,7,83,C
1952,7,8,81,C
1952,7,9,79,C
1952,7,10,85,C
1952,7,11,82,C
1952,7,12,87,C
1952,7,13,88,C
1952,7,14,85,C
1952,7,15,81,C
1952,7,16,73,C
1952,7,17,66,C
1952,7,18,70,C
1952,7,19,80,C
1952,7,20,78,C
1952,7,21,81,C
1952,7,22,84,C
1952,7,23,88,C
1952,7,24,89,C
1952,7,25,95,C
1952,7,26,92,C
1952,7,27,80,C
1952,7,28,73,C
1952,7,29,62,C
1952,7,30,95,C
1952,7,31,82,C
1952,8,1,63,C
1952,8,2,59,C
1952,8,3,46,C
1952,8,4,47,C
1952,8,5,74,C
1952,8,6,59,C
1952,8,7,74,C
1952,8,8,77,C
1952,8,9,86,C
1952,8,10,89,C
1952,8,11,99,C
1952,8,12,89,C
1952,8,13,83,C
1952,8,14,75,C
1952,8,15,81,C
1952,8,16,59,C
1952,8,17,43,C
1952,8,18,66,C
1952,8,19,91,C
1952,8,20,74,C
1952,8,21,85,C
1952,8,22,94,C
1952,8,23,82,C
1952,8,24,57,C
1952,8,25,63,C
1952,8,26,63,C
1952,8,27,86,C
1952,8,28,86,C
1952,8,29,82,C
1952,8,30,37,C
1952,8,31,64,C
1952,9,1,67,C
1952,9,2,74,C
1952,9,3,70,C
1952,9,4,73,C
1952,9,5,63,C
1952,9,6,95,C
1952,9,7,94,C
1952,9,8,81,C
1952,9,9,49,C
1952,9,10,49,C
1952,9,11,36,C
1952,9,12,73,C
1952,9,13,96,C
1952,9,14,99,C
1952,9,15,88,C
1952,9,16,77,C
1952,9,17,89,C
1952,9,18,81,C
1952,9,19,64,C
1952,9,20,59,C
1952,9,21,96,C
1952,9,22,88,C
1952,9,23,76,C
1952,9,24,71,C
1952,9,25,76,C
1952,9,26,79,C
1952,9,27,63,C
1952,9,28,77,C
1952,9,29,59,C
1952,9,30,67,C
1952,10,1,37,C
1952,10,2,45,C
1952,10,3,49,C
1952,10,4,26,C
1952,10,5,23,C
1952,10,6,46,C
1952,10,7,41,C
1952,10,8,56,C
1952,10,9,72,C
1952,10,10,65,C
1952,10,11,63,C
1952,10,12,67,C
1952,10,13,79,C
1952,10,14,43,C
1952,10,15,35,C
1952,10,16,81,C
1952,10,17,53,C
1952,10,18,67,C
1952,10,19,64,C
1952,10,20,52,C
1952,10,21,18,C
1952,10,22,40,C
1952,10,23,52,C
1952,10,24,79,C
1952,10,25,88,C
1952,10,26,54,C
1952,10,27,25,C
1952,10,28,78,C
1952,10,29,91,C
1952,10,30,99,C
1952,10,31,85,C
1952,11,1,75,C
1952,11,2,56,C
1952,11,3,15,C
1952,11,4,4,C
1952,11,5,9,C
1952,11,6,42,C
1952,11,7,44,C
1952,11,8,31,C
1952,11,9,26,C
1952,11,10,19,C
1952,11,11,34,C
1952,11,12,20,C
1952,11,13,28,C
1952,11,14,45,C
1952,11,15,39,C
1952,11,16,54,C
1952,11,17,19,C
1952,11,18,61,C
1952,11,19,78,C
1952,11,20,45,C
1952,11,21,47,C
1952,11,22,37,C
1952,11,23,48,C
1952,11,24,20,C
1952,11,25,7,C
1952,11,26,49,C
1952,11,27,72,C
1952,11,28,53,C
1952,11,29,53,C
1952,11,30,91,C
1952,12,1,79,C
1952,12,2,94,C
1952,12,3,100,C
1952,12,4,86,C
1952,12,5,46,C
1952,12,6,68,C
1952,12,7,35,C
1952,12,8,7,C
1952,12,9,26,C
1952,12,10,9,C
1952,12,11,4,C
1952,12,12,24,C
1952,12,13,9,C
1952,12,14,18,C
1952,12,15,74,C
1952,12,16,88,C
1952,12,17,97,C
1952,12,18,99,C
1952,12,19,87,C
1952,12,20,92,C
1952,12,21,54,C
1952,12,22,45,C
1952,12,23,37,C
1952,12,24,100,C
1952,12,25,100,C
1952,12,26,99,C
1952,12,27,100,C
1952,12,28,93,C
1952,12,29,82,C
1952,12,30,81,C
1952,12,31,18,C
1953,1,1,73,C
1953,1,2,91,C
1953,1,3,68,C
1953,1,4,60,C
1953,1,5,37,C
1953,1,6,6,C
1953,1,7,1,C
1953,1,8,10,C
1953,1,9,53,C
1953,1,10,58,C
1953,1,11,31,C
1953,1,12,33,C
1953,1,13,86,C
1953,1,14,95,C
1953,1,15,97,C
1953,1,16,93,C
1953,1,17,89,C
1953,1,18,96,C
1953,1,19,89,C
1953,1,20,63,C
1953,1,21,63,C
1953,1,22,54,C
1953,1,23,81,C
1953,1,24,89,C
1953,1,25,89,C
1953,1,26,98,C
1953,1,27,90,C
1953,1,28,68,C
1953,1,29,77,C
1953,1,30,95,C
1953,1,31,100,C
1953,2,1,100,C
1953,2,2,100,C
1953,2,3,95,C
1953,2,4,91,C
1953,2,5,90,C
1953,2,6,95,C
1953,2,7,97,C
1953,2,8,70,C
1953,2,9,64,C
1953,2,10,60,C
1953,2,11,61,C
1953,2,12,60,C
1953,2,13,61,C
1953,2,14,98,C
1953,2,15,92,C
1953,2,16,93,C
1953,2,17,100,C
1953,2,18,98,C
1953,2,19,95,C
1953,2,20,97,C
1953,2,21,72,C
1953,2,22,86,C
1953,2,23,95,C
1953,2,24,90,C
1953,2,25,60,C
1953,2,26,70,C
1953,2,27,91,C
1953,2,28,94,C
1953,3,1,74,C
1953,3,2,63,C
1953,3,3,77,C
1953,3,4,85,C
1953,3,5,88,C
1953,3,6,94,C
1953,3,7,98,C
1953,3,8,79,C
1953,3,9,90,C
1953,3,10,74,C
1953,3,11,90,C
1953,3,12,80,C
1953,3,13,92,C
1953,3,14,100,C
1953,3,15,96,C
1953,3,16,99,C
1953,3,17,95,C
1953,3,18,99,C
1953,3,19,92,C
1953,3,20,60,C
1953,3,21,72,C
1953,3,22,71,C
1953,3,23,47,C
1953,3,24,67,C
1953,3,25,33,C
1953,3,26,82,C
1953,3,27,88,C
1953,3,28,98,C
1953,3,29,99,C
1953,3,30,99,C
1953,3,31,99,C
1953,4,1,99,C
1953,4,2,93,C
1953,4,3,8,C
1953,4,4,51,C
1953,4,5,92,C
1953,4,6,93,C
1953,4,7,95,C
1953,4,8,93,C
1953,4,9,82,C
1953,4,10,81,C
1953,4,11,97,C
1953,4,12,98,C
1953,4,13,100,C
1953,4,14,95,C
1953,4,15,98,C
1953,4,16,99,C
1953,4,17,98,C
1953,4,18,100,C
1953,4,19,93,C
1953,4,20,97,C
1953,4,21,96,C
1953,4,22,99,C
1953,4,23,97,C
1953,4,24,97,C
1953,4,25,73,C
1953,4,26,90,C
1953,4,27,79,C
1953,4,28,84,C
1953,4,29,84,C
1953,4,30,88,C
1953,5,1,95,C
1953,5,2,87,C
1953,5,3,89,C
1953,5,4,91,C
1953,5,5,100,C
1953,5,6,90,C
1953,5,7,77,C
1953,5,8,50,C
1953,5,9,43,C
1953,5,10,70,C
1953,5,11,83,C
1953,5,12,85,C
1953,5,13,86,C
1953,5,14,97,C
1953,5,15,91,C
1953,5,16,83,C
1953,5,17,91,C
1953,5,18,93,C
1953,5,19,90,C
1953,5,20,90,C
1953,5,21,90,C
1953,5,22,83,C
1953,5,23,86,C
1953,5,24,84,C
1953,5,25,60,C
1953,5,26,80,C
1953,5,27,88,C
1953,5,28,35,C
1953,5,29,77,C
1953,5,30,93,C
1953,5,31,87,C
1953,6,1,91,C
1953,6,2,83,C
1953,6,3,73,C
1953,6,4,49,C
1953,6,5,81,C
1953,6,6,86,C
1953,6,7,81,C
1953,6,8,69,C
1953,6,9,88,C
1953,6,10,85,C
1953,6,11,86,C
1953,6,12,78,C
1953,6,13,89,C
1953,6,14,76,C
1953,6,15,79,C
1953,6,16,84,C
1953,6,17,81,C
1953,6,18,72,C
1953,6,19,40,C
1953,6,20,24,C
1953,6,21,33,C
1953,6,22,64,C
1953,6,23,84,C
1953,6,24,78,C
1953,6,25,70,C
1953,6,26,73,C
1953,6,27,71,C
1953,6,28,82,C
1953,6,29,86,C
1953,6,30,85,C
1953,7,1,88,C
1953,7,2,89,C
1953,7,3,66,C
1953,7,4,89,C
1953,7,5,92,C
1953,7,6,86,C
1953,7,7,73,C
1953,7,8,69,C
1953,7,9,46,C
1953,7,10,42,C
1953,7,11,58,C
1953,7,12,55,C
1953,7,13,61,C
1953,7,14,75,C
1953,7,15,74,C
1953,7,16,60,C
1953,7,17,53,C
1953,7,18,59,C
1953,7,19,70,C
1953,7,20,78,C
1953,7,21,64,C
1953,7,22,38,C
1953,7,23,40,C
1953,7,24,89,C
1953,7,25,96,C
1953,7,26,74,C
1953,7,27,41,C
1953,7,28,16,C
1953,7,29,23,C
1953,7,30,44,C
1953,7,31,62,C
1953,8,1,28,C
1953,8,2,54,C
1953,8,3,73,C
1953,8,4,73,C
1953,8,5,41,C
1953,8,6,33,C
1953,8,7,53,C
1953,8,8,45,C
1953,8,9,71,C
1953,8,10,81,C
1953,8,11,74,C
1953,8,12,59,C
1953,8,13,82,C
1953,8,14,88,C
1953,8,15,68,C
1953,8,16,41,C
1953,8,17,68,C
1953,8,18,89,C
1953,8,19,96,C
1953,8,20,78,C
1953,8,21,64,C
1953,8,22,93,C
1953,8,23,62,C
1953,8,24,48,C
1953,8,25,32,C
1953,8,26,31,C
1953,8,27,25,C
1953,8,28,43,C
1953,8,29,27,C
1953,8,30,45,C
1953,8,31,46,C
1953,9,1,79,C
1953,9,2,96,C
1953,9,3,90,C
1953,9,4,90,C
1953,9,5,80,C
1953,9,6,66,C
1953,9,7,76,C
1953,9,8,76,C
1953,9,9,56,C
1953,9,10,43,C
1953,9,11,65,C
1953,9,12,77,C
1953,9,13,82,C
1953,9,14,78,C
1953,9,15,59,C
1953,9,16,79,C
1953,9,17,81,C
1953,9,18,100,C
1953,9,19,94,C
1953,9,20,87,C
1953,9,21,83,C
1953,9,22,49,C
1953,9,23,66,C
1953,9,24,67,C
1953,9,25,82,C
1953,9,26,89,C
1953,9,27,100,C
1953,9,28,100,C
1953,9,29,82,C
1953,9,30,81,C
1953,10,1,91,C
1953,10,2,100,C
1953,10,3,65,C
1953,10,4,63,C
1953,10,5,88,C
1953,10,6,68,C
1953,10,7,66,C
1953,10,8,42,C
1953,10,9,82,C
1953,10,10,71,C
1953,10,11,48,C
1953,10,12,24,C
1953,10,13,21,C
1953,10,14,49,C
1953,10,15,51,C
1953,10,16,54,C
1953,10,17,58,C
1953,10,18,48,C
1953,10,19,37,C
1953,10,20,20,C
1953,10,21,56,C
1953,10,22,70,C
1953,10,23,78,C
1953,10,24,59,C
1953,10,25,57,C
1953,10,26,50,C
1953,10,27,53,C
1953,10,28,38,C
1953,10,29,68,C
1953,10,30,91,C
1953,10,31,98,C
1953,11,1,100,C
1953,11,2,97,C
1953,11,3,91,C
1953,11,4,98,C
1953,11,5,92,C
1953,11,6,64,C
1953,11,7,63,C
1953,11,8,84,C
1953,11,9,59,C
1953,11,10,74,C
1953,11,11,99,C
1953,11,12,79,C
1953,11,13,59,C
1953,11,14,82,C
1953,11,15,57,C
1953,11,16,32,C
1953,11,17,68,C
1953,11,18,71,C
1953,11,19,32,C
1953,11,20,72,C
1953,11,21,45,C
1953,11,22,50,C
1953,11,23,73,C
1953,11,24,84,C
1953,11,25,55,C
1953,11,26,33,C
1953,11,27,83,C
1953,11,28,84,C
1953,11,29,30,C
1953,11,30,47,C
1953,12,1,74,C
1953,12,2,99,C
1953,12,3,100,C
1953,12,4,99,C
1953,12,5,99,C
1953,12,6,100,C
1953,12,7,86,C
1953,12,8,84,C
1953,12,9,22,C
1953,12,10,23,C
1953,12,11,5,C
1953,12,12,74,C
1953,12,13,66,C
1953,12,14,69,C
1953,12,15,23,C
1953,12,16,65,C
1953,12,17,27,C
1953,12,18,88,C
1953,12,19,17,C
1953,12,20,72,C
1953,12,21,65,C
1953,12,22,76,C
1953,12,23,94,C
1953,12,24,63,C
1953,12,25,7,C
1953,12,26,40,C
1953,12,27,69,C
1953,12,28,54,C
1953,12,29,49,C
1953,12,30,72,C
1953,12,31,69,C
1954,1,1,22,C
1954,1,2,59,C
1954,1,3,80,C
1954,1,4,64,C
1954,1,5,43,C
1954,1,6,78,C
1954,1,7,44,C
1954,1,8,31,C
1954,1,9,49,C
1954,1,10,53,C
1954,1,11,37,C
1954,1,12,33,C
1954,1,13,58,C
1954,1,14,98,C
1954,1,15,78,C
1954,1,16,71,C
1954,1,17,85,C
1954,1,18,89,C
1954,1,19,82,C
1954,1,20,74,C
1954,1,21,69,C
1954,1,22,91,C
1954,1,23,100,C
1954,1,24,99,C
1954,1,25,100,C
1954,1,26,89,C
1954,1,27,92,C
1954,1,28,93,C
1954,1,29,45,C
1954,1,30,28,C
1954,1,31,1,C
1954,2,1,54,C
1954,2,2,98,C
1954,2,3,81,C
1954,2,4,59,C
1954,2,5,28,C
1954,2,6,85,C
1954,2,7,72,C
1954,2,8,0,C
1954,2,9,13,C
1954,2,10,76,C
1954,2,11,71,C
1954,2,12,55,C
1954,2,13,94,C
1954,2,14,94,C
1954,2,15,99,C
1954,2,16,90,C
1954,2,17,95,C
1954,2,18,90,C
1954,2,19,97,C
1954,2,20,98,C
1954,2,21,100,C
1954,2,22,98,C
1954,2,23,86,C
1954,2,24,85,C
1954,2,25,47,C
1954,2,26,31,C
1954,2,27,44,C
1954,2,28,98,C
1954,3,1,71,C
1954,3,2,94,C
1954,3,3,94,C
1954,3,4,100,C
1954,3,5,100,C
1954,3,6,100,C
1954,3,7,100,C
1954,3,8,85,C
1954,3,9,84,C
1954,3,10,81,C
1954,3,11,76,C
1954,3,12,100,C
1954,3,13,100,C
1954,3,14,100,C
1954,3,15,92,C
1954,3,16,62,C
1954,3,17,26,C
1954,3,18,11,C
1954,3,19,84,C
1954,3,20,88,C
1954,3,21,92,C
1954,3,22,45,C
1954,3,23,45,C
1954,3,24,73,C
1954,3,25,22,C
1954,3,26,72,C
1954,3,27,91,C
1954,3,28,96,C
1954,3,29,97,C
1954,3,30,70,C
1954,3,31,78,C
1954,4,1,91,C
1954,4,2,89,C
1954,4,3,93,C
1954,4,4,52,C
1954,4,5,91,C
1954,4,6,84,C
1954,4,7,99,C
1954,4,8,88,C
1954,4,9,94,C
1954,4,10,99,C
1954,4,11,73,C
1954,4,12,27,C
1954,4,13,92,C
1954,4,14,88,C
1954,4,15,86,C
1954,4,16,90,C
1954,4,17,90,C
1954,4,18,94,C
1954,4,19,92,C
1954,4,20,98,C
1954,4,21,96,C
1954,4,22,100,C
1954,4,23,91,C
1954,4,24,88,C
1954,4,25,88,C
1954,4,26,87,C
1954,4,27,100,C
1954,4,28,100,C
1954,4,29,76,C
1954,4,30,19,C
1954,5,1,24,C
1954,5,2,40,C
1954,5,3,81,C
1954,5,4,78,C
1954,5,5,80,C
1954,5,6,83,C
1954,5,7,75,C
1954,5,8,78,C
1954,5,9,77,C
1954,5,10,79,C
1954,5,11,95,C
1954,5,12,86,C
1954,5,13,84,C
1954,5,14,50,C
1954,5,15,39,C
1954,5,16,66,C
1954,5,17,53,C
1954,5,18,34,C
1954,5,19,24,C
1954,5,20,59,C
1954,5,21,62,C
1954,5,22,83,C
1954,5,23,86,C
1954,5,24,62,C
1954,5,25,43,C
1954,5,26,51,C
1954,5,27,53,C
1954,5,28,50,C
1954,5,29,54,C
1954,5,30,81,C
1954,5,31,85,C
1954,6,1,81,C
1954,6,2,81,C
1954,6,3,84,C
1954,6,4,83,C
1954,6,5,93,C
1954,6,6,93,C
1954,6,7,91,C
1954,6,8,76,C
1954,6,9,81,C
1954,6,10,77,C
1954,6,11,90,C
1954,6,12,81,C
1954,6,13,85,C
1954,6,14,84,C
1954,6,15,85,C
1954,6,16,74,C
1954,6,17,86,C
1954,6,18,86,C
1954,6,19,91,C
1954,6,20,95,C
1954,6,21,90,C
1954,6,22,92,C
1954,6,23,81,C
1954,6,24,67,C
1954,6,25,61,C
1954,6,26,54,C
1954,6,27,32,C
1954,6,28,58,C
1954,6,29,41,C
1954,6,30,54,C
1954,7,1,80,C
1954,7,2,69,C
1954,7,3,69,C
1954,7,4,57,C
1954,7,5,40,C
1954,7,6,35,C
1954,7,7,75,C
1954,7,8,87,C
1954,7,9,88,C
1954,7,10,76,C
1954,7,11,76,C
1954,7,12,86,C
1954,7,13,82,C
1954,7,14,74,C
1954,7,15,63,C
1954,7,16,34,C
1954,7,17,55,C
1954,7,18,51,C
1954,7,19,53,C
1954,7,20,78,C
1954,7,21,63,C
1954,7,22,72,C
1954,7,23,76,C
1954,7,24,77,C
1954,7,25,81,C
1954,7,26,77,C
1954,7,27,71,C
1954,7,28,70,C
1954,7,29,53,C
1954,7,30,73,C
1954,7,31,81,C
1954,8,1,77,C
1954,8,2,83,C
1954,8,3,61,C
1954,8,4,92,C
1954,8,5,100,C
1954,8,6,96,C
1954,8,7,92,C
1954,8,8,82,C
1954,8,9,74,C
1954,8,10,41,C
1954,8,11,22,C
1954,8,12,17,C
1954,8,13,16,C
1954,8,14,45,C
1954,8,15,22,C
1954,8,16,18,C
1954,8,17,62,C
1954,8,18,54,C
1954,8,19,77,C
1954,8,20,89,C
1954,8,21,84,C
1954,8,22,87,C
1954,8,23,78,C
1954,8,24,45,C
1954,8,25,50,C
1954,8,26,71,C
1954,8,27,57,C
1954,8,28,70,C
1954,8,29,98,C
1954,8,30,81,C
1954,8,31,65,C
1954,9,1,55,C
1954,9,2,82,C
1954,9,3,86,C
1954,9,4,76,C
1954,9,5,48,C
1954,9,6,30,C
1954,9,7,54,C
1954,9,8,64,C
1954,9,9,88,C
1954,9,10,72,C
1954,9,11,96,C
1954,9,12,72,C
1954,9,13,38,C
1954,9,14,38,C
1954,9,15,65,C
1954,9,16,48,C
1954,9,17,88,C
1954,9,18,59,C
1954,9,19,25,C
1954,9,20,32,C
1954,9,21,70,C
1954,9,22,70,C
1954,9,23,56,C
1954,9,24,31,C
1954,9,25,26,C
1954,9,26,32,C
1954,9,27,59,C
1954,9,28,84,C
1954,9,29,88,C
1954,9,30,35,C
1954,10,1,81,C
1954,10,2,55,C
1954,10,3,36,C
1954,10,4,66,C
1954,10,5,77,C
1954,10,6,71,C
1954,10,7,57,C
1954,10,8,60,C
1954,10,9,75,C
1954,10,10,94,C
1954,10,11,90,C
1954,10,12,57,C
1954,10,13,38,C
1954,10,14,14,C
1954,10,15,39,C
1954,10,16,26,C
1954,10,17,14,C
1954,10,18,16,C
1954,10,19,9,C
1954,10,20,1,C
1954,10,21,9,C
1954,10,22,9,C
1954,10,23,7,C
1954,10,24,5,C
1954,10,25,7,C
1954,10,26,9,C
1954,10,27,6,C
1954,10,28,11,C
1954,10,29,17,C
1954,10,30,45,C
1954,10,31,84,C
1954,11,1,64,C
1954,11,2,15,C
1954,11,3,23,C
1954,11,4,30,C
1954,11,5,68,C
1954,11,6,99,C
1954,11,7,80,C
1954,11,8,79,C
1954,11,9,65,C
1954,11,10,90,C
1954,11,11,98,C
1954,11,12,86,C
1954,11,13,44,C
1954,11,14,13,C
1954,11,15,22,C
1954,11,16,32,C
1954,11,17,9,C
1954,11,18,1,C
1954,11,19,0,C
1954,11,20,4,C
1954,11,21,39,C
1954,11,22,78,C
1954,11,23,90,C
1954,11,24,80,C
1954,11,25,67,C
1954,11,26,46,C
1954,11,27,32,C
1954,11,28,56,C
1954,11,29,42,C
1954,11,30,24,C
1954,12,1,23,C
1954,12,2,62,C
1954,12,3,82,C
1954,12,4,85,C
1954,12,5,86,C
1954,12,6,93,C
1954,12,7,76,C
1954,12,8,64,C
1954,12,9,74,C
1954,12,10,91,C
1954,12,11,59,C
1954,12,12,33,C
1954,12,13,86,C
1954,12,14,94,C
1954,12,15,81,C
1954,12,16,5,C
1954,12,17,9,C
1954,12,18,48,C
1954,12,19,8,C
1954,12,20,7,C
1954,12,21,16,C
1954,12,22,10,C
1954,12,23,18,C
1954,12,24,67,C
1954,12,25,60,C
1954,12,26,46,C
1954,12,27,83,C
1954,12,28,84,C
1954,12,29,85,C
1954,12,30,79,C
1954,12,31,95,C
1955,1,1,89,C
1955,1,2,84,C
1955,1,3,94,C
1955,1,4,96,C
1955,1,5,81,C
1955,1,6,34,C
1955,1,7,14,C
1955,1,8,58,C
1955,1,9,22,C
1955,1,10,1,C
1955,1,11,0,C
1955,1,12,14,C
1955,1,13,73,C
1955,1,14,54,C
1955,1,15,26,C
1955,1,16,35,C
1955,1,17,4,C
1955,1,18,75,C
1955,1,19,91,C
1955,1,20,15,C
1955,1,21,5,C
1955,1,22,15,C
1955,1,23,49,C
1955,1,24,73,C
1955,1,25,31,C
1955,1,26,83,C
1955,1,27,41,C
1955,1,28,19,C
1955,1,29,26,C
1955,1,30,26,C
1955,1,31,18,C
1955,2,1,47,C
1955,2,2,66,C
1955,2,3,60,C
1955,2,4,60,C
1955,2,5,91,C
1955,2,6,91,C
1955,2,7,91,C
1955,2,8,95,C
1955,2,9,98,C
1955,2,10,96,C
1955,2,11,99,C
1955,2,12,86,C
1955,2,13,95,C
1955,2,14,66,C
1955,2,15,40,C
1955,2,16,53,C
1955,2,17,53,C
1955,2,18,23,C
1955,2,19,78,C
1955,2,20,18,C
1955,2,21,0,C
1955,2,22,53,C
1955,2,23,57,C
1955,2,24,48,C
1955,2,25,43,C
1955,2,26,45,C
1955,2,27,1,C
1955,2,28,29,C
1955,3,1,43,C
1955,3,2,80,C
1955,3,3,86,C
1955,3,4,93,C
1955,3,5,79,C
1955,3,6,98,C
1955,3,7,89,C
1955,3,8,44,C
1955,3,9,55,C
1955,3,10,96,C
1955,3,11,76,C
1955,3,12,42,C
1955,3,13,32,C
1955,3,14,41,C
1955,3,15,41,C
1955,3,16,49,C
1955,3,17,47,C
1955,3,18,20,C
1955,3,19,98,C
1955,3,20,78,C
1955,3,21,91,C
1955,3,22,65,C
1955,3,23,74,C
1955,3,24,94,C
1955,3,25,100,C
1955,3,26,99,C
1955,3,27,99,C
1955,3,28,76,C
1955,3,29,96,C
1955,3,30,91,C
1955,3,31,96,C
1955,4,1,95,C
1955,4,2,97,C
1955,4,3,100,C
1955,4,4,99,C
1955,4,5,82,C
1955,4,6,50,C
1955,4,7,89,C
1955,4,8,56,C
1955,4,9,47,C
1955,4,10,38,C
1955,4,11,13,C
1955,4,12,73,C
1955,4,13,88,C
1955,4,14,81,C
1955,4,15,79,C
1955,4,16,77,C
1955,4,17,68,C
1955,4,18,89,C
1955,4,19,97,C
1955,4,20,87,C
1955,4,21,94,C
1955,4,22,47,C
1955,4,23,34,C
1955,4,24,9,C
1955,4,25,51,C
1955,4,26,12,C
1955,4,27,7,C
1955,4,28,27,C
1955,4,29,53,C
1955,4,30,28,C
1955,5,1,66,C
1955,5,2,79,C
1955,5,3,73,C
1955,5,4,47,C
1955,5,5,62,C
1955,5,6,69,C
1955,5,7,83,C
1955,5,8,97,C
1955,5,9,97,C
1955,5,10,96,C
1955,5,11,97,C
1955,5,12,93,C
1955,5,13,57,C
1955,5,14,22,C
1955,5,15,6,C
1955,5,16,41,C
1955,5,17,35,C
1955,5,18,77,C
1955,5,19,80,C
1955,5,20,82,C
1955,5,21,63,C
1955,5,22,71,C
1955,5,23,78,C
1955,5,24,84,C
1955,5,25,86,C
1955,5,26,87,C
1955,5,27,74,C
1955,5,28,70,C
1955,5,29,74,C
1955,5,30,87,C
1955,5,31,91,C
1955,6,1,94,C
1955,6,2,90,C
1955,6,3,93,C
1955,6,4,90,C
1955,6,5,99,C
1955,6,6,71,C
1955,6,7,23,C
1955,6,8,45,C
1955,6,9,74,C
1955,6,10,91,C
1955,6,11,81,C
1955,6,12,74,C
1955,6,13,94,C
1955,6,14,86,C
1955,6,15,92,C
1955,6,16,83,C
1955,6,17,86,C
1955,6,18,83,C
1955,6,19,83,C
1955,6,20,80,C
1955,6,21,79,C
1955,6,22,74,C
1955,6,23,64,C
1955,6,24,78,C
1955,6,25,70,C
1955,6,26,86,C
1955,6,27,93,C
1955,6,28,61,C
1955,6,29,57,C
1955,6,30,57,C
1955,7,1,86,C
1955,7,2,88,C
1955,7,3,93,C
1955,7,4,71,C
1955,7,5,56,C
1955,7,6,54,C
1955,7,7,70,C
1955,7,8,67,C
1955,7,9,80,C
1955,7,10,89,C
1955,7,11,85,C
1955,7,12,76,C
1955,7,13,82,C
1955,7,14,76,C
1955,7,15,84,C
1955,7,16,76,C
1955,7,17,91,C
1955,7,18,99,C
1955,7,19,90,C
1955,7,20,98,C
1955,7,21,98,C
1955,7,22,98,C
1955,7,23,93,C
1955,7,24,88,C
1955,7,25,90,C
1955,7,26,84,C
1955,7,27,77,C
1955,7,28,65,C
1955,7,29,46,C
1955,7,30,49,C
1955,7,31,43,C
1955,8,1,53,C
1955,8,2,85,C
1955,8,3,92,C
1955,8,4,79,C
1955,8,5,74,C
1955,8,6,73,C
1955,8,7,72,C
1955,8,8,30,C
1955,8,9,22,C
1955,8,10,7,C
1955,8,11,13,C
1955,8,12,34,C
1955,8,13,66,C
1955,8,14,71,C
1955,8,15,59,C
1955,8,16,68,C
1955,8,17,84,C
1955,8,18,99,C
1955,8,19,85,C
1955,8,20,53,C
1955,8,21,60,C
1955,8,22,40,C
1955,8,23,54,C
1955,8,24,63,C
1955,8,25,70,C
1955,8,26,88,C
1955,8,27,92,C
1955,8,28,85,C
1955,8,29,92,C
1955,8,30,95,C
1955,8,31,88,C
1955,9,1,91,C
1955,9,2,76,C
1955,9,3,42,C
1955,9,4,49,C
1955,9,5,69,C
1955,9,6,38,C
1955,9,7,27,C
1955,9,8,31,C
1955,9,9,27,C
1955,9,10,21,C
1955,9,11,26,C
1955,9,12,19,C
1955,9,13,33,C
1955,9,14,76,C
1955,9,15,79,C
1955,9,16,40,C
1955,9,17,26,C
1955,9,18,15,C
1955,9,19,29,C
1955,9,20,32,C
1955,9,21,24,C
1955,9,22,31,C
1955,9,23,55,C
1955,9,24,88,C
1955,9,25,100,C
1955,9,26,84,C
1955,9,27,56,C
1955,9,28,43,C
1955,9,29,31,C
1955,9,30,25,C
1955,10,1,56,C
1955,10,2,60,C
1955,10,3,11,C
1955,10,4,26,C
1955,10,5,56,C
1955,10,6,48,C
1955,10,7,69,C
1955,10,8,65,C
1955,10,9,14,C
1955,10,10,4,C
1955,10,11,20,C
1955,10,12,20,C
1955,10,13,15,C
1955,10,14,5,C
1955,10,15,12,C
1955,10,16,17,C
1955,10,17,13,C
1955,10,18,10,C
1955,10,19,17,C
1955,10,20,0,C
1955,10,21,8,C
1955,10,22,10,C
1955,10,23,19,C
1955,10,24,33,C
1955,10,25,41,C
1955,10,26,18,C
1955,10,27,54,C
1955,10,28,27,C
1955,10,29,42,C
1955,10,30,54,C
1955,10,31,69,C
1955,11,1,79,C
1955,11,2,92,C
1955,11,3,93,C
1955,11,4,24,C
1955,11,5,29,C
1955,11,6,24,C
1955,11,7,36,C
1955,11,8,61,C
1955,11,9,94,C
1955,11,10,96,C
1955,11,11,78,C
1955,11,12,26,C
1955,11,13,72,C
1955,11,14,88,C
1955,11,15,91,C
1955,11,16,94,C
1955,11,17,100,C
1955,11,18,85,C
1955,11,19,85,C
1955,11,20,60,C
1955,11,21,7,C
1955,11,22,0,C
1955,11,23,1,C
1955,11,24,9,C
1955,11,25,18,C
1955,11,26,7,C
1955,11,27,7,C
1955,11,28,13,C
1955,11,29,3,C
1955,11,30,17,C
1955,12,1,1,C
1955,12,2,0,C
1955,12,3,0,C
1955,12,4,0,C
1955,12,5,3,C
1955,12,6,8,C
1955,12,7,3,C
